sku;Descrição;Novo Pr.Custo Real;custo;Novo Pr. Venda 3
9762;LAZ - LM408 POLIESTER AZUL;151,2397;62,76;490,4286
9789;LAZ - LM429 POLIESTER ROSA;119,3278;61,07;364,8708
9787;LAZ - LM441 POLIESTER PRETO AZULADO;175,0083;67,92;695,5969
9897;LAZ - BP BRANCO BANCHISA FIAT LAZURIL 900ML;28,9587;9,86;32,489
9959;LAZ - EMBALAGEM LAZZUMIX QUARTO;6,2818;24,15;9,4023
10064;LAZ - BP CINZA TREND FIAT LAZURIL 900ML;42,6336;9,85;47,8272
10065;LAZ - BP VERMELHO MONTERREY LAZZURIL 900ML;54,1047;9,85;60,6956
10067;LAZ - BP VERDE BALI VW LAZZURIL 900ML;43,7355;9,86;49,0674
10068;LAZ - BP VERMELHO SCHUMANN GM LAZZURIL 900ML;50,2369;9,86;56,3602
10069;LAZ - BP PRATA BOREAL REN LAZZURIL 900ML;46,8099;9,85;52,5124
10070;LAZ - BP VERMELHO CHARDON GM LAZZURIL 900ML;64,2094;9,85;72,027
10071;LAZ - ENDUREC. 065 P/ VERNIZ 8937 LAZURIL 834ML;51,6701;31,17;90,4044
10076;LAZ - MASSA POLIESTER SHERWIN M3500 1,5KG;40,1237;39,14;86,8457
10082;LAZ - LM456 POLIESTER ALUMINIO GRAUDO BRILHANTE;293,6309;65,31;1047,5457
10087;LAZ - .PU VERMELHO ALPINE FIAT LAZZURIL 675ML;45,2452;42,35;84,8426
10113;LAZ - HS710 ULTRABASE VERM. MEDIO;284,7824;68,03;1137,5442
10114;LAZ - HS712 ULTRABASE LARANJA;153,2011;68,03;611,8229
10115;LAZ - HS722 ULTRABASE AMAR.ESVERDEADO;179,8457;68,02;718,0917
10116;LAZ - HS733 ULTRABASE VERDE ESC.;121,1791;68,03;484,0284
10117;LAZ - HS770 ULTRABASE PEROLA HS VIOLETA;187,4931;68,03;748,9252
10118;LAZ - HS773 ULTRABASE PEROLA HS VERDE;180,2865;68,02;719,837
10119;LAZ - HS780 ULTRABASE PEROLA MARROM;179,6694;68,03;717,704
10128;LAZ - LS211 SINTETICO AMARELO CLARO;158,4192;59,48;868,5748
10145;LAZ - LM482 PEROLA CRISTAL 240ML;65,3333;54,37;162,9896
10146;LAZ - LM487 PEROLA VERDE ESTELAR 240ML;74,876;65,44;268,4933
10238;LAZ - SOLUCAO DESENGRAXANTE DESOLEANTE LAZZURIL 900ML;19,5589;45,17;62,5025
10298;LAZ - KIT VERNIZ PU LAZZURIL 6100 (VERNIZ + CAT);29,2893;47,03;60,799
10299;LAZ - FC612 FLEET COLOR P.U PRETO INTENSO;250,5014;67,9;994,8177
10329;LAZ - HS786 ULTRABASE PEROLA VERMELHA;477,5096;67,6;1872,1008
10346;LAZ - .PU PRETO NINJA VW LAZZURIL 675ML;38,314;37,51;65,3121
10347;LAZ - .PU PRETO LIZST GM LAZZURIL 675ML;53,5096;52,44;126,7693
10348;LAZ - .PU PRETO EBONY FORD LAZZURIL 675ML;38,314;37,51;65,3121
10349;LAZ - .PU PRETO VULCANO FIAT LAZZURIL 675ML;38,314;42,35;71,8433
10350;LAZ - SPRAY AUTOMOTIVO WASH PRIMER LF045 LAZZURIL;32,0661;23,39;43,2
10351;LAZ - .PU PRETO LIZST II GM LAZZURIL 675ML;38,314;53,52;93,3964
10636;LAZ - ENDUREC. 061 TINTA PU LAZZURIL 900ML;55,5464;43,3;137,2368
10643;LAZ - .PU BRANCO 9070 LAZZURIL 675ML;21,7961;52,45;51,6385
10683;LAZ - BP CINZA RUSK MET LAZZURIL 900ML;58,314;9,85;65,4126
10705;LAZ - MASSA PARA PLASTICO M500 LAZZURIL 400GR;32,811;46,9;92,3253
10706;LAZ - BATIDA PEDRA PRETO (SOLV) BP200 LAZZURIL 900ML;56,1543;9,86;62,9958
10711;LAZ - PLASTICO MASCARAMENTO ROLO 4X150;228,6323;51,88;797,0177
10770;LAZ - SOLDA PLASTICA LAZZURIL;44,9897;48,42;134,5114
10808;LAZ - BP VERMELHO FOGO PEROL B76 LAZZURIL 900ML;77,7521;9,86;87,2274
10809;LAZ - BP PRATA MET II RS5 LAZZURIL 900ML;37,7741;9,86;42,3788
10810;LAZ - .PU PRETO FOSCO LAZZURIL 675ML;30,1157;42,35;56,4717
10866;LAZ - .PU BRANCO FOSCO II LAZZURIL 675ML;31,3168;39,48;55,4346
10883;LAZ - PRIMER PU LAZZURIL 8200 3,6L S/CAT;120,9256;40,95;220,3603
10884;LAZ - ENDUREC. 8110 PRIMER (8200) LAZZURIL 450ML;35,189;46,75;98,4525
10930;LAZ - BP AZUL SKY LAZURIL 900ML;44,646;8,83;50,8164
10934;LAZ - BP BRANCO GLACIER II LAZZURIL 900ML;29,2011;9,84;32,754
10965;LAZ - LM469 POLIESTER PEROLA DOURADA MEDIA 240ML;50,9421;67,81;201,4847
10966;LAZ - LM477 POLIESTER PEROLA ROSA 240ML;42,3802;64,26;145,1641
11016;LAZ - LM476 POLIESTER PEROLA BRONZE 240ML;44,5289;64,1;151,6467
11109;LAZ - SPRAY AUTOMOTIVO CROMADO 00692 LAZZURIL 400ML;96,6612;23,32;130,1
11112;LAZ - LEQUE DE CORES LAZZURIL 1996 A 2002;509,6205;66,04;1710,1947
11114;LAZ - LEQUE DE CORES LAZZURIL 2003 A 2011;590,9091;64,44;2038,3096
11117;LAZ - .SPECTRA PRIMER PRETO LAZZURIL 0,9L;79,7576;65,36;285,065
11207;LAZ - PLASTICO MASCARAMENTO C/ FITA CREPE;26,4192;49,32;82,0437
12370;LAZ - BP BRANCO TAFFETA II LAZURIL 900ML;40,5179;9,85;45,4528
12371;LAZ - BP PRATA CLASSIC NISSAN LAZURIL 900ML;44,4187;9,86;49,8306
12463;LAZ - LM472 POLIESTER VIOLETA GRAUDA 240ML;59,6143;64,16;203,4239
13304;LAZ - EMBALAGEM SPRAY COLOR MIXING LAZZURIL;14,5551;35,57;31,7107
13336;LAZ - FC634 MIXING FLEET VERMELHO ESCURO;260,6061;64,56;903,1461
13497;LAZ - .VERNIZ PU LAZZURIL CC900 5L;262,5014;44,47;514,7233
13498;LAZ - ENDUREC. VERNIZ CC900 UH40 834ML LAZZURIL;66,9416;39,14;144,8944
13627;LAZ - LM494 POLIESTER ALUMINIO LARANJA 900ML;193,3003;66,95;737,0961
13628;LAZ - THINNER / DILUENTE PU / POLIES. 455 LAZZURIL 900ML;28,0608;49,12;110,9231
13629;LAZ - MACACAO SHERWIN WILLIAMS GG;28,595;53,01;68,7677
13660;LAZ - ES PRETO CADILLAC 900ML KEM TRANSP LAZZURIL;20,9256;60,64;63,0584
13661;LAZ - ES PRETO CADILLAC 3,6L KEM TRANSP LAZZURIL;79,6033;55,21;203,2786
13662;LAZ - ES PRETO FOSCO 900ML KEM TRANSP LAZZURIL;20,1653;64,37;69,3643
13663;LAZ - ES PRETO FOSCO 3,6L KEM TRANSP LAZZURIL;76,7603;56,48;203,2786
13668;LAZ - MAQUINA TINTOMETRICO SANTINT P12 LAZZURIL;27974,8981;60,62;84271,339
13700;LAZ - ES BRANCO GEADA 3,6L KEM TRANSP LAZZURIL;86,8981;54,38;216,8399
13701;LAZ - ES BRANCO GEADA 900ML KEM TRANSP LAZZURIL;23,0413;60,6;69,3643
13702;LAZ - ES PRETO CHASSIS 3,6L KEM TRANSP LAZZURIL;76,7603;56,48;203,2786
13703;LAZ - ES PRETO CHASSIS 900ML KEM TRANSP LAZZURIL;20,1653;64,37;69,3643
13725;LAZ - KIT VERNIZ PU CC900 5L (VERNIZ + 3 CAT);328,562;52,44;778,3459
13785;LAZ - ES AZUL 5497 3,6L KEM TRANSP LAZZURIL;85,6198;65,69;310,081
13786;LAZ - ES AZUL 5497 900ML KEM TRANSP LAZZURIL;22,4904;68,12;90,1736
13787;LAZ - ES AZUL ARARA 3,6L KEM TRANSP LAZZURIL;84,8154;55,25;216,8399
13788;LAZ - ES AZUL ARARA 900ML KEM TRANSP LAZZURIL;22,281;68,33;90,1736
13789;LAZ - ES CINZA CHASSIS 78 3,6L KEM TRANSP LAZZURIL;82,9532;66,47;310,081
13790;LAZ - ES CINZA CHASSIS 78 900ML KEM TRANSP LAZZURIL;21,7961;62,23;69,3643
13791;LAZ - ES VERM. ROYAL 900ML KEM TRANSP LAZZURIL;24,9587;65,63;90,1736
13792;LAZ - ES LARANJA BOREAL 3,6L KEM TRANSP LAZZURIL;92,4628;55,57;238,5237
13793;LAZ - ES VERM. MASSEY FER. 3,6L KEM TRANSP LAZZURIL;92,4628;55,57;238,5237
13794;LAZ - ES VERM. MASSEY FER. 900ML KEM TRANSP LAZZURIL;24,2865;66,31;90,1736
13795;LAZ - ES AMARELO OURO 1900 3,6L KEM TRANSP LAZZURIL;95,9118;62,68;310,081
13796;LAZ - ES AZUL FRANCA 3,6L KEM TRANSP LAZZURIL;84,8154;58,48;238,5237
13797;LAZ - ES BRANCO BRASTEMP 900ML KEM TRANSP LAZZURIL;22,4242;68,18;90,1736
13798;LAZ - ES BRANCO BRILHANTE (PURO) 3,6L KEM TRANSP LAZZURIL;87,7135;54,04;216,8399
13799;LAZ - ES BRANCO BRILHANTE (PURO) 900ML KEM TRANSP LAZZURIL;23,0413;57,59;63,0584
13800;LAZ - ES CINZA SUB GREY 3,6L KEM TRANSP LAZZURIL;82,9532;57,65;227,4171
13801;LAZ - ES ALUMINIO OPAL RODAS 3,6L KEM TRANSP LAZZURIL;89,8292;56,57;238,5237
13802;LAZ - ES ALUMINIO OPAL RODAS 900ML KEM TRANSP LAZZURIL;23,5923;59,88;69,3643
13807;LAZ - BP PRATA BRISK HYUNDAI LAZZURIL 900ML;44,7934;9,86;50,2546
13808;LAZ - BP PRETO INFINTO TOYOTA LAZZURIL 900ML;45,9614;9,85;51,5584
13809;LAZ - BP CINZA PLATINUM II VW LAZZURIL 900ML;47,1074;9,85;52,841
13810;LAZ - BP CINZA ANTIQUE FIAT LAZZURIL 900ML;47,1074;9,85;52,841
13811;LAZ - BP CINZA SILK HYUNDAI LAZZURIL 900ML;47,1074;9,85;52,841
13812;LAZ - BP PRETO OURO NEGRO GM LAZZURIL 900ML;34,7218;9,86;38,955
13813;LAZ - BP BRANCO AMBIENTE JEEP LAZZURIL 900ML;42,6777;9,86;47,8802
13814;LAZ - BP PRETO PREMIUM II NISSAN LAZZURIL 900ML;43,449;9,85;48,7388
13815;LAZ - BP BRANCO BANQUISE PEUGEOT LAZZURIL 900ML;33,0138;9,86;37,0364
13840;LAZ - LM449 POLIESTER AMARELO MEDIO LF 900ML;83,7135;77,53;574,6046
13841;LAZ - LM458 POLIESTER ALUMINIO FINO 900ML;203,2397;57,72;558,4659
13847;LAZ - ES VERM. ROYAL 3,6L KEM TRANSP LAZZURIL;94,9972;54,61;238,5237
13848;LAZ - ES AMARELO OURO 1900 900ML KEM TRANSP LAZZURIL;25,1901;62,86;81,9759
13849;LAZ - ES AMARELO CATERPILLAR 80 900ML KEM TRANSP LAZZURIL;24,2865;66,31;90,1736
13850;LAZ - ES AMARELO CATERPILLAR 80 3,6L KEM TRANSP LAZZURIL;90,832;66,17;335,2905
13851;LAZ - ES AZUL FRANCA 900ML KEM TRANSP LAZZURIL;22,5344;68,07;90,1736
13852;LAZ - ES BRANCO BRASTEMP 3,6L KEM TRANSP LAZZURIL;86,8981;65,32;310,081
13853;LAZ - ES LARANJA BOREAL 900ML KEM TRANSP LAZZURIL;24,2865;58,98;69,3643
14046;LAZ - PRIMER PU 5:1 - KP350 750ML;20,2975;35,98;33,6312
14080;LAZ - ENDUREC. PRIMER PU KP350 H0035 150ML;5,8072;57,54;15,8663
14168;LAZ - LM436 POLIESTER AZUL AVERMELHADO;104,7493;57,67;287,4017
14187;LAZ - BP PRATA POLARIS IV MET;29,3884;47,03;61,0023
14188;LAZ - LM470 POLIESTER PEROLA VIOLETA 240 ML;67,3058;66,96;256,7525
14211;LAZ - ES VERM. BONANZA 3,6L KEM TRANSP LAZZURIL;95,9118;54,26;238,5237
14212;LAZ - ES VERM. BONANZA 900 ML KEM TRANSP LAZZURIL;25,1901;65,4;90,1736
14221;LAZ - ES AMARELO SEG 5Y8/12 3,6L KEM TRANSP LAZZURIL;94,9972;60,17;281,8917
14368;LAZ - COPO CATALISE LAZZUMIX 1,5L;3,9229;47,04;8,145
14369;LAZ - LEQUE DE CORES CLASSICOS ED.1 LAZZURIL;373,4545;66,34;1388,2849
14563;LAZ - LM443 POLIESTER AMARELO CLARO;332,4298;67,91;1320,8002
14564;LAZ - SPRAY AUTOMOTIVO ALTA TEMP ALUMINIO LAZZURIL;22,3251;23,44;30,1
14565;LAZ - HS776 ULTRABASE PEROLA BRONZE;209,2784;58,97;1104,5775
14593;LAZ - ES AZUL 5500 3,6L RURAL LAZZURIL;80,4959;66,08;296,1183
14598;LAZ - BP CINZA SPECTRUS GM LAZURIL 900ML;47,9229;9,86;53,7632
14615;LAZ - ES VERDE MOTOR 00524 900ML LAZZURIL;35,0744;63,35;116,159
14622;LAZ - ES MARROM SIENA  RURAL 900ML LAZZURIL;34,9642;63,43;116,159
14896;LAZ - BP BRANCO ATLAS LAZURIL 900ML;37,5537;9,85;42,1244
14897;LAZ - BP PRATA SAND LAZURIL 900ML;38,0606;9,85;42,6968
14900;LAZ - .PU BRANCO SUMMIT LAZZURIL 675ML;31,0413;51,3;71,4001
14911;LAZ - ES CINZA SUB GRAY 900ML KEM TRANSP LAZZURIL;21,7961;68,81;90,1736
14922;LAZ - ENDUREC. PARA  PRIMER EPOXI EPOXI 900ML SHERWIN WILLIAMS;45,3471;58,13;225,7248
14923;LAZ - PRIMER EPOXI CINZA LAZZURIL GALAO 2,7L;199,3388;61,32;614,7315
14969;LAZ - BUMPER COAT PRETO (TEXTURIZADOR);114,1267;33,91;182,2152
12824;LAZ - BP PRATA RODAS LAZURIL 900ML;29,708;9,85;33,3264
12935;LAZ - BP PRATA DUBLIN LAZZURIL 900ML;31,6143;9,86;35,4676
12936;LAZ - BP PRATA ONIX LAZZURIL 900ML;38,6446;9,86;43,354
12937;LAZ - BP CARBON FLASH LAZZURIL 900ML;50,303;9,86;56,4344
12938;LAZ - BP CINZA IRIDIUM LAZZURIL 900ML;47,9229;9,86;53,7632
12939;LAZ - BP CINZA GRAPHITE LAZZURIL 900ML;33,73;9,86;37,842
12940;LAZ - BP PRETO BRISTOL LAZZURIL 900ML;54,854;9,85;61,533
12941;LAZ - BP CINZA BARIUM HONDA LAZZURIL 900ML;48,4518;9,86;54,3568
12945;LAZ - MACACAO SHERWIN WILLIAMS M;28,595;61,73;89,4072
12946;LAZ - MACACAO SHERWIN WILLIAMS G;28,595;61,72;89,398
15114;LAZ - ES AMARELO CATERPILLAR 3,6L KEM TRANSP LAZZURIL;104,3747;60,2;310,081
15315;LAZ - BP BRANCO HR LAZZURIL 900ML;28,2094;9,84;31,641
15316;LAZ - BP BRANCO PURO LISA LC9A LAZZURIL 900ML;44,1543;9,86;49,5338
15319;LAZ - BP CINZA TORNADO LAZZURIL 900ML;28,2094;9,84;31,641
15321;LAZ - BP PRATA POLAR MET LAZZURIL 900ML;34,5344;9,86;38,743
15323;LAZ - BP CINZA ANDINO MET LAZZURIL 900ML;46,4793;9,85;52,1414
15331;LAZ - BP CINZA SILVERSTONE  LAZZURIL 900ML;61,8072;9,85;69,3346
15334;LAZ - LM448 POLIESTER LARANJA LF 900ML;82,303;80,75;746,9859
15335;LAZ - LS237 SINTETICO LARANJA LF GL;141,5758;67,54;553,6463
15336;LAZ - LS239 SINTETICO AMARELO OURO LF GL;140,6061;68,5;573,4262
15337;LAZ - LL146 LACA NITRO AMARELO MEDIO LF GL;203,8347;68,99;850,1522
15338;LAZ - LL149 LACA NITRO AMARELO OURO LF GL;203,8898;68,99;850,3464
15339;LAZ - FC636 FLEET COLOR P.U LARANJA LF GL;445,3444;58,28;1244,7531
15340;LAZ - FC637 FLEET COLOR P.U AMARELO MEDIO LF GL;284,3306;62,85;924,7149
15341;LAZ - FC638 FLEET COLOR P.U AMARELO OURO LF GL;323,1185;67,98;1287,6393
15463;LAZ - LS238 SINTETICO AMARELO MEDIO LF;151,2397;67,22;583,3162
17331;LAZ - ES AMARELO JOHN DEERE 3,6L KEM TRANSP LAZZURIL;104,3747;60,2;310,081
17363;LAZ - COPO PLASTICO TRANSPARENTE 450ML;2,0481;38,71;4,3772
17369;LAZ - MAQUINA ENVASE SPRAY COLOR MIXING (MAQ SPRAY);15384,921;53,49;58111,7052
17380;LAZ - MAQUINA MIST TINT FLEXIMIX 220;28740,2534;62,14;91148,3801
17383;LAZ - .VERNIZ PU LAZZURIL C21 2K 1/4 900ML;29,8182;52,44;70,6427
17384;LAZ - VERNIZ PU LAZZURIL C21 2K 4,5L;134,6336;52,44;318,9364
17385;LAZ - ENDUREC. H21R P/ VERNIZ C21 LAZZURIL 450ML;25,9107;46,07;70,6616
17387;LAZ - .PU BRANCO SPRI 9147 LAZZURIL GALAO 2,7L;116,4408;60,46;348,8652
17449;LAZ - .PU VERMELHO CORDOBA GM LAZZURIL 675ML;41,9504;52,44;99,3803
17465;LAZ - FC663 FLEET COLOR P.U AMARELO INTENSO;284,3306;63,57;949,2462
17492;LAZ - LM495 LAZZUMIX POLIESTER ALUMI VERMELHO;339,405;64,27;1163,3358
17493;LAZ - LM496 LAZZUMIX POLIESTER ALUMI AZUL;242,0165;68,09;969,4143
17494;LAZ - LM488 POLIESTER PEROLA MICRO WHITE;59,6253;67,48;232,5122
17517;LAZ - ES PRETO BRILHANTE 3,6L KEM TRANSP LAZZURIL;77,2011;66,65;290,6886
17518;LAZ - ES PRETO BRILHANTE 900ML KEM TRANSP LAZZURIL;20,9256;69,69;90,1736
17563;LAZ - BP CINZA TITANIO HYUNDAI LAZZURIL 900ML;36,562;9,85;41,0114
17565;LAZ - LL148 LACA NITRO LARANJA LF;199,4601;66,81;756,0911
17572;LAZ - BP CINZA MOONSTONE LISO-LA7C LAZZURIL 900ML;38,0496;9,86;42,6862
17573;LAZ - BP CINZA GRANITE MET LAZZURIL 900ML;49,2562;9,86;55,2578
17574;LAZ - BP AZUL JAZZ PEROL LAZZURIL 900ML;58,9752;9,85;66,1546
17575;LAZ - BP VERMELHO TRIBAL MET LAZZURIL 900ML;63,2397;9,86;70,9458
17576;LAZ - BP PRATA SOUL MET-1H6 LAZZURIL 900ML;35,5923;9,86;39,9302
17577;LAZ - ADITIVO ARR10  PARA REPARO RAPIDO C BATOQUE LAZZURIL 900ML;39,8678;54,32;99,3049
17578;LAZ - THINNER RETOQUE 447 LAZZURIL 900ML;29,4297;48,26;110,6279
17579;LAZ - THINNER / DILUENTE PU / POLIES. 455 LAZZURIL 5L;153,4144;49,19;609,2832
17580;LAZ - SPRAY AUTOMOTIVO PRETO FOSCO VINILICO LF049 LAZZURIL 400ML;29,7741;23,37;40,1
17581;LAZ - SPRAY AUTOMOTIVO PRIMER UNIVERSAL 0018 LAZZURIL;17,157;23,35;23,1
17582;LAZ - SPRAY AUTOMOTIVO PRATA LUNAR 01542 LAZZURIL;18,3361;23,38;24,7
17583;LAZ - HS737 ULTRABASE VIOLETA AVERMELHADO 900ML;138,5014;63,52;461,5333
17633;LAZ - MASSA UV BISNAGA LAZZURIL 140GR;91,6564;46,89;257,897
17645;LAZ - SPRAY AUTOMOTIVO PRIMER UV (UV750) LAZZURIL 300ML;101,2011;23,32;136,2
17649;LAZ - KIT PU PRETO CADILAC 900ML (TINTA + CAT);38,5124;67,23;148,5808
17650;LAZ - KIT PRIMER PU LAZZURIL 8200 900ML 1/4 (PRIMER + CAT);30,8981;64,27;105,8814
17651;LAZ - KIT PRIMER PU LAZZURIL 8200 4,05L GALÃO (PRIMER + CAT);159,5372;57,31;432,9625
17652;LAZ - KIT VERNIZ PU LAZZURIL 8937 1/4 (VERNIZ + CAT);57,9174;52,44;137,2042
17653;LAZ - KIT VERNIZ PU LAZZURIL 8937 5L (VERNIZ + 3 CAT);307,6033;52,44;728,702
17654;LAZ - KIT PRIMER PU KP350 5:1 (PRIMER + CAT);27,8567;58,66;78,7878
17655;LAZ - KIT VERNIZ PU LAZZURIL C21 2K GALÃO 4,5L (VERNIZ + CAT);261,7521;52,44;620,0874
17656;LAZ - KIT VERNIZ PU LAZZURIL C21 2K 1/4  (VERNIZ + CAT);55,0523;52,44;130,4076
17660;LAZ - KIT VERNIZ PU ULTRA 7000 HPC15 LAZURIL 1/4 (VERNIZ + CAT);124,4518;52,44;294,8161
17662;LAZ - KIT PU PRETO CADILAC 3,6L (TINTA + CAT);147,8678;60,1;437,8012
17664;LAZ - KIT PU AMARELO INDIANAPOLIS LAZZURIL 900ML (TINTA + CAT);55,4931;58,42;155,7651
17665;LAZ - KIT PU AMARELO OURO 1900 MBB LAZZURIL 900ML (TINTA + CAT);62,4904;58,3;174,7512
17666;LAZ - KIT PU AZUL 5497 MBB LAZZURIL 900ML (TINTA + CAT);48,4298;60,59;145,7183
17667;LAZ - KIT PU AZUL 5500 MBB LAZZURIL 900ML (TINTA + CAT);57,2342;57,03;154,0108
17668;LAZ - KIT PU AZUL BUZIOS FIAT LAZZURIL 900ML (TINTA + CAT);58,0716;58,44;163,0973
17669;LAZ - KIT PU BRANCO 9004 MBB LAZZURIL 900ML (TINTA + CAT);44;59;125,7722
17670;LAZ - KIT PU BRANCO 9070 LAZZURIL 900ML (TINTA + CAT);36,1653;59,83;106,1582
17671;LAZ - KIT PU BRANCO BANCHISA LAZZURIL 900ML (TINTA + CAT);44,4518;58,68;125,7722
17672;LAZ - KIT PU BRANCO CRISTAL VW LAZZURIL 900ML (TINTA + CAT);43,3609;58,67;122,6692
17673;LAZ - KIT PU BRANCO DIAMANTE FORD LAZZURIL 900ML (TINTA + CAT);48,6061;56,23;127,785
17674;LAZ - KIT PU BRANCO FOSCO II LAZZURIL 900ML (TINTA + CAT);50,6887;53,48;123,4265
17675;LAZ - KIT PU BRANCO GEADA VW LAZZURIL 900ML (TINTA + CAT);44,022;58,22;122,7987
17676;LAZ - KIT PU BRANCO GLACIER REN LAZZURIL 900ML (TINTA + CAT);44,1983;58,26;123,4633
17677;LAZ - KIT PU BRANCO MAHLER GM LAZZURIL 900ML (TINTA + CAT);43,4931;59,26;125,3471
17678;LAZ - KIT PU BRANCO MAHLER II LAZZURIL 900ML (TINTA + CAT);35,1625;31,29;53,67
17679;LAZ - KIT PU BRANCO PURO II LAZZURIL 900ML (TINTA + CAT);45,0689;62,95;147,1034
17681;LAZ - KIT PU BRANCO SPRI 9147 LAZURIL 900ML (TINTA + CAT);43,3168;64,74;151,1111
17682;LAZ - KIT PU BRANCO SUMMIT LAZZURIL 900ML (TINTA + CAT);43,2287;64,56;149,7998
17683;LAZ - KIT PU CINZA URANO VW LAZZURIL 900ML (TINTA + CAT);47,2397;60,83;143,2618
17684;LAZ - KIT PU PRETO EBONY FORD LAZZURIL 900ML (TINTA + CAT);59,1736;57,2;160,0499
17685;LAZ - KIT PU PRETO FOSCO LAZZURIL 900ML (TINTA + CAT);43,2066;61,91;135,9483
17686;LAZ - KIT PU PRETO LIZST GM LAZZURIL 900ML (TINTA + CAT);31,0744;77,29;209,5644
17687;LAZ - KIT PU PRETO LIZST II GM LAZZURIL 900ML (TINTA + CAT);50,0165;61,92;157,4458
17688;LAZ - KIT PU PRETO NINJA VW LAZZURIL 900ML (TINTA + CAT);51,5482;61,07;157,612
17689;LAZ - KIT PU PRETO VULCANO FIAT LAZZURIL 900ML (TINTA + CAT);51,7135;60,72;156,3009
17691;LAZ - KIT PU VERMELHO ALPINE FIAT LAZZURIL 900ML (TINTA + CAT);59,2507;58,34;165,886
17692;LAZ - KIT PU VERMELHO BONANZA GM LAZZURIL 900ML (TINTA + CAT);43,6804;66,75;165,1475
17693;LAZ - KIT PU VERMELHO CORDOBA GM LAZZURIL 900ML (TINTA + CAT);11,9008;85,17;193,5151
17694;LAZ - KIT PU VERMELHO FLASH IV LAZZURIL 900ML (TINTA + CAT);68,8926;59,91;202,7495
17696;LAZ - KIT PU VERMELHO LYRA GM LAZZURIL 900ML (TINTA + CAT);51,3278;62,83;166,8414
17697;LAZ - KIT PU VERMELHO ROYAL VW LAZZURIL 900ML (TINTA + CAT);63,8678;57,39;173,7538
17698;LAZ - KIT PU VERMELHO VITORIA LAZURIL 900ML (TINTA + CAT);40,9587;68,3;165,5907
17699;LAZ - KIT PU BRANCO FOSCO II LAZZURIL GALAO 3,6L (TINTA + CAT);182,865;56,42;483,4557
17700;LAZ - KIT PU BRANCO GEADA LAZZURIL GALAO 3,6L (TINTA + CAT);166,843;60,33;497,7321
17701;LAZ - KIT PU BRANCO PURO II LAZZURIL GALAO 3,6L (TINTA + CAT);173,6749;59,46;503,6976
17702;LAZ - KIT PU BRANCO SPRI 9147 LAZZURIL GALAO 3,6L (TINTA + CAT);166,832;-19,48;137,3518
17703;LAZ - KIT SPECTRA PRIMER BRANCO LAZZURIL (PRIMER + CAT);119,7686;61,96;377,5745
17704;LAZ - KIT SPECTRA PRIMER CINZA LAZZURIL (PRIMER + CAT);122,1047;61,67;380,9913
17705;LAZ - KIT SPECTRA PRIMER PRETO LAZZURIL (PRIMER + CAT);27,5923;65,18;97,9212
17708;LAZ - KIT WASH PRIMER LAZZURIL (PRIMER + CAT);40,0661;60,03;118,3476
17709;LAZ - KIT PRETO FOSCO VINILICO LAZZURIL (TINTA + CAT);38,854;63,03;127,2123
17727;LAZ - SPRAY AUTOMOTIVO ALTA TEMP BRANCO 5940 LAZZURIL;23,7796;23,31;32
17728;LAZ - SPRAY AUTOMOTIVO ALTA TEMP PRETO 5950 LAZZURIL;23,1625;23,38;31,2
17729;LAZ - SPRAY AUTOMOTIVO ALUMINIO RODAS 00908 LAZZURIL;16,0661;23,25;21,6
17730;LAZ - SPRAY AUTOMOTIVO AMARELO IMPERIAL 01056 LAZZURIL;18,3361;23,38;24,7
17731;LAZ - SPRAY AUTOMOTIVO AZUL CAIÇARA 01043 LAZZURIL;15,8347;23,29;21,3
17732;LAZ - SPRAY AUTOMOTIVO AZUL TRATOR FORD 06132 LAZZURIL;18,0716;23,26;24,3
17733;LAZ - SPRAY AUTOMOTIVO BRANCO BRASTEMP 00931 LAZZURIL;15,8347;23,29;21,3
17734;LAZ - SPRAY AUTOMOTIVO COBRE METALIZADO 06119 LAZZURIL;23,3939;23,35;31,5
17735;LAZ - SPRAY AUTOMOTIVO GRAFITE MET.  RODAS 00929 LAZZURIL;16,0661;23,25;21,6
17736;LAZ - SPRAY AUTOMOTIVO OURO METALIZADO 06121 LAZZURIL;23,3939;23,35;31,5
17737;LAZ - SPRAY AUTOMOTIVO PRETO FOSCO 0910 LAZZURIL;15,6033;23,32;21
17738;LAZ - SPRAY AUTOMOTIVO PRETO RAPIDO 0903 LAZZURIL;15,6033;23,32;21
17739;LAZ - SPRAY AUTOMOTIVO PRETO SEMI-BRILHO 0918 LAZZURIL;16,6832;23,46;22,5
17740;LAZ - SPRAY AUTOMOTIVO VERNIZ FOSCO VF002 LAZZURIL 400ML;36,4077;23,32;49
17741;LAZ - LM434 POLIESTER PRETO INTENSO;381,5207;68,69;1569,1766
17991;LAZ - KIT VERNIZ PU LAZZURIL 8937 1/4 (2VERNIZ + CAT 834ML);115,0964;60,97;350,7208
17993;LAZ - .PU BRANCO GEADA II VW LAZZURIL 675ML;31,2066;62,87;101,5781
6074;BAU - BAUTECH VEDA CALHA CARTUCHO 380 GRAMAS;7,5052;60,82;45,7654
9501;BAU - BAUTECH MANTA LIQUIDA CINZA 12KG;170,9752;62,14;542,3988
7925;BAU - BAUTECH MANTA LIQ. TRANSP. FOSCO KIT;349,9931;54,5;1395,4596
7875;BAU - BAUTECH MANTA LIQUIDA CINZA 4KG;74,5234;62,14;236,3906
